Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index,Students_Attendance,Target
4,59,No,9,2,41,47,Dropout
9,45,Yes,8,4,43,54,Graduate
3,92,No,4,4,70,54,Graduate
2,73,No,9,1,54,89,Graduate
9,81,Yes,6,2,77,78,Graduate
9,41,Yes,6,8,40,61,Graduate
1,69,Yes,4,0,39,57,Graduate
6,48,Yes,5,0,38,55,Graduate
8,66,No,6,1,61,41,Graduate
3,81,No,4,7,59,75,Graduate
9,73,Yes,4,5,68,59,Graduate
2,79,No,8,3,59,55,Dropout
6,63,Yes,9,6,55,42,Graduate
1,88,No,8,5,63,95,Graduate
7,56,No,9,8,47,69,Graduate
3,68,No,5,5,49,94,Dropout
7,75,Yes,5,1,64,41,Graduate
4,89,Yes,5,2,72,74,Dropout
9,51,No,4,8,46,65,Dropout
5,70,Yes,4,6,55,96,Graduate
3,88,Yes,8,5,73,44,Graduate
8,48,No,6,4,41,41,Graduate
6,58,Yes,9,2,50,90,Graduate
2,85,Yes,9,3,61,95,Graduate
3,85,No,5,0,60,59,Graduate
8,56,No,9,4,52,73,Graduate
7,41,No,7,6,31,73,Graduate
6,79,No,5,1,66,93,Graduate
1,44,Yes,9,7,16,95,Dropout
9,98,Yes,8,9,93,94,Graduate
3,78,No,9,5,59,59,Graduate
5,93,No,4,9,78,89,Dropout
7,87,Yes,8,2,79,64,Graduate
7,55,Yes,8,1,50,59,Dropout
3,56,Yes,8,7,38,64,Graduate
4,93,No,7,3,80,92,Dropout
7,66,No,7,6,58,53,Dropout
8,46,No,9,6,44,99,Dropout
2,91,No,5,9,70,86,Dropout
9,47,Yes,9,8,45,83,Graduate
7,47,No,9,9,40,82,Graduate
8,62,No,9,7,57,82,Graduate
6,71,Yes,4,7,61,78,Dropout
6,82,No,8,6,72,51,Dropout
9,86,Yes,6,9,83,87,Dropout
4,57,No,5,4,36,44,Dropout
5,77,Yes,5,8,61,41,Dropout
9,93,Yes,8,6,90,93,Graduate
1,51,Yes,5,2,22,55,Graduate
4,54,No,8,5,35,94,Graduate
7,67,No,5,2,59,69,Dropout
9,94,No,9,5,89,86,Graduate
6,77,No,4,7,66,82,Graduate
8,89,No,5,8,88,77,Dropout
9,95,No,5,1,91,84,Dropout
4,70,Yes,6,5,53,90,Graduate
1,91,No,4,2,64,81,Dropout
8,48,No,9,6,40,63,Graduate
2,47,Yes,4,3,24,90,Graduate
1,85,Yes,4,4,59,69,Dropout
7,58,No,5,9,49,76,Dropout
9,90,Yes,7,5,85,96,Graduate
9,47,No,5,7,47,98,Dropout
3,73,Yes,8,1,54,92,Dropout
6,96,No,6,3,82,78,Dropout
7,43,Yes,4,3,31,50,Dropout
9,70,Yes,8,5,67,53,Graduate
2,77,No,9,3,58,62,Dropout
8,42,No,8,4,36,92,Graduate
7,74,Yes,7,4,66,55,Dropout
4,58,Yes,4,7,39,89,Dropout
2,82,Yes,5,3,61,60,Graduate
8,68,Yes,4,5,64,94,Dropout
5,49,No,6,6,31,94,Dropout
6,51,Yes,4,7,39,43,Dropout
7,85,Yes,8,8,78,72,Dropout
1,69,No,8,9,43,93,Dropout
8,69,No,5,7,62,86,Dropout
4,99,No,5,3,80,53,Graduate
9,57,No,5,3,51,58,Graduate
1,63,No,9,9,40,98,Graduate
2,71,No,6,4,48,44,Graduate
6,48,Yes,9,2,38,75,Dropout
1,86,Yes,9,1,61,70,Graduate
4,63,Yes,9,1,42,84,Dropout
8,65,No,4,8,57,57,Dropout
5,42,No,7,7,26,83,Graduate
9,62,Yes,4,5,58,70,Graduate
6,50,Yes,5,8,40,94,Graduate
1,49,No,6,4,26,69,Graduate
6,89,No,9,9,78,60,Dropout
6,75,Yes,4,0,62,86,Dropout
6,99,Yes,8,7,90,69,Graduate
8,52,Yes,9,2,50,94,Graduate
6,68,Yes,4,8,57,80,Graduate
5,77,Yes,8,0,62,43,Dropout
2,98,No,4,2,74,44,Graduate
4,92,Yes,4,0,74,80,Graduate
5,52,Yes,9,0,40,84,Graduate
4,96,No,4,5,81,49,Dropout
2,65,Yes,5,3,45,66,Graduate
7,59,No,8,9,50,55,Graduate
2,44,No,6,3,17,69,Graduate
1,59,Yes,7,4,31,52,Graduate
5,53,Yes,9,2,40,75,Graduate
1,84,No,8,1,61,60,Dropout
1,53,No,5,9,26,84,Dropout
1,47,No,8,7,20,92,Graduate
6,87,Yes,6,6,73,79,Graduate
9,52,Yes,9,9,55,84,Graduate
1,63,Yes,8,3,37,54,Dropout
5,54,Yes,5,1,35,59,Graduate
9,90,Yes,9,8,90,59,Dropout
9,40,No,5,7,36,84,Graduate
1,61,Yes,9,3,38,94,Graduate
8,73,Yes,7,4,65,98,Graduate
1,89,No,6,9,66,44,Graduate
8,90,Yes,7,5,88,93,Graduate
1,79,Yes,4,3,53,93,Dropout
5,42,Yes,5,1,27,99,Graduate
8,94,No,7,4,90,71,Dropout
6,65,No,5,0,50,45,Dropout
9,53,Yes,9,6,49,69,Graduate
1,97,Yes,5,8,71,65,Graduate
9,80,Yes,4,2,72,76,Dropout
1,47,No,5,5,21,52,Graduate
3,88,No,9,8,73,68,Dropout
1,94,Yes,9,3,68,44,Graduate
3,94,Yes,7,5,74,64,Graduate
2,95,Yes,6,2,72,52,Graduate
2,55,Yes,8,8,38,63,Graduate
9,81,No,7,6,78,70,Graduate
8,60,No,4,6,55,59,Graduate
1,49,Yes,8,3,24,94,Graduate
4,96,No,5,5,72,47,Graduate
1,64,No,7,7,38,99,Dropout
1,95,Yes,8,5,73,48,Graduate
4,77,Yes,7,5,60,60,Dropout
2,61,Yes,5,3,38,90,Dropout
3,88,Yes,9,7,74,59,Graduate
9,87,No,7,9,86,54,Dropout
2,86,Yes,4,7,62,65,Graduate
4,93,Yes,8,8,80,93,Dropout
1,85,Yes,8,5,62,81,Dropout
2,43,Yes,8,1,22,50,Dropout
5,43,No,7,3,28,76,Dropout
1,69,Yes,5,3,41,80,Graduate
7,41,Yes,7,7,34,50,Graduate
4,68,No,7,4,52,66,Dropout
6,82,Yes,9,3,71,69,Graduate
8,75,Yes,8,7,68,58,Dropout
6,60,Yes,5,2,47,73,Dropout
2,99,No,6,1,73,77,Graduate
1,60,Yes,5,3,33,62,Graduate
8,87,Yes,7,0,83,92,Graduate
8,60,Yes,4,0,48,40,Dropout
9,43,No,5,4,39,42,Dropout
6,40,Yes,8,0,29,42,Graduate
1,65,Yes,4,3,36,67,Graduate
9,95,Yes,6,7,94,53,Dropout
3,90,No,6,7,73,91,Dropout
6,41,No,4,1,28,69,Graduate
9,48,Yes,6,2,49,97,Dropout
3,94,Yes,4,2,73,93,Graduate
5,96,No,7,0,83,44,Graduate
5,84,Yes,4,2,73,88,Graduate
7,57,No,7,7,50,54,Graduate
4,87,No,8,5,74,77,Dropout
4,87,No,8,4,71,53,Graduate
7,96,Yes,6,9,92,53,Dropout
9,81,No,9,8,78,96,Dropout
4,80,No,9,6,64,98,Graduate
4,50,Yes,4,5,37,88,Dropout
6,64,Yes,7,4,49,47,Graduate
6,65,Yes,8,4,53,47,Dropout
7,97,No,8,9,95,58,Graduate
1,75,No,8,8,50,71,Dropout
3,81,Yes,6,9,62,70,Dropout
9,74,No,8,5,74,68,Graduate
6,77,Yes,9,3,70,80,Dropout
6,42,Yes,5,3,29,50,Dropout
5,98,Yes,6,3,81,84,Graduate
3,80,Yes,4,5,58,52,Graduate
5,74,Yes,5,0,57,66,Graduate
1,89,No,6,8,61,95,Dropout
3,79,No,6,1,56,58,Graduate
4,61,Yes,7,1,44,65,Dropout
5,47,No,5,4,30,92,Dropout
9,54,No,5,3,53,90,Dropout
4,84,Yes,9,2,67,76,Dropout
3,46,No,5,4,21,87,Dropout
1,58,No,8,6,35,48,Graduate
6,79,Yes,9,9,77,67,Graduate
7,81,No,8,1,72,71,Dropout
8,56,No,9,5,52,91,Dropout
1,40,No,4,3,15,93,Graduate
4,84,No,9,1,67,42,Dropout
5,68,No,4,0,55,90,Dropout
2,97,Yes,9,7,73,71,Dropout
1,52,Yes,4,4,25,44,Dropout
8,95,Yes,8,9,90,47,Graduate
6,87,Yes,9,1,74,53,Dropout
5,68,Yes,7,7,53,95,Dropout
9,80,No,9,2,79,42,Dropout
2,81,No,4,6,59,63,Dropout
8,45,Yes,6,1,40,52,Dropout
9,44,Yes,8,6,39,82,Graduate
1,73,Yes,7,3,49,68,Graduate
7,50,No,6,9,41,47,Graduate
8,48,No,6,0,39,90,Dropout
3,77,No,8,4,57,81,Dropout
4,79,No,9,3,66,70,Dropout
3,80,No,5,7,59,65,Dropout
7,48,No,7,0,40,57,Graduate
9,47,Yes,9,1,47,97,Graduate
3,83,No,8,4,65,57,Dropout
6,97,Yes,5,9,86,96,Dropout
8,79,Yes,8,9,75,46,Dropout
6,42,No,8,1,30,87,Graduate
2,52,No,6,0,26,77,Graduate
7,58,No,9,5,49,87,Dropout
2,73,No,8,9,52,55,Graduate
2,71,No,9,3,47,94,Graduate
2,88,No,5,4,64,95,Graduate
1,55,No,6,2,28,99,Dropout
1,75,No,5,9,48,72,Dropout
7,57,Yes,5,5,47,95,Dropout
5,53,Yes,6,3,37,90,Dropout
3,69,No,9,5,54,42,Graduate
1,41,Yes,5,4,18,77,Graduate
6,52,No,4,1,37,43,Graduate
1,66,Yes,9,3,41,75,Graduate
9,98,Yes,8,1,96,43,Graduate
2,92,No,6,4,69,81,Dropout
1,91,No,6,2,64,48,Graduate
7,56,No,9,5,48,79,Graduate
6,70,Yes,4,4,59,90,Graduate
6,54,Yes,4,1,39,56,Graduate
5,96,No,4,9,80,56,Graduate
4,59,Yes,4,7,38,72,Graduate
4,44,No,7,5,26,59,Graduate
3,46,Yes,6,8,27,53,Graduate
8,57,No,5,2,50,61,Graduate
7,95,Yes,6,3,89,91,Graduate
9,50,No,6,7,45,66,Dropout
1,71,No,6,6,42,82,Graduate
7,89,No,4,7,80,42,Graduate
4,66,Yes,4,8,48,63,Graduate
7,65,No,7,7,59,69,Graduate
1,76,Yes,9,7,53,47,Graduate
5,84,No,6,5,72,61,Graduate
3,67,No,8,1,46,64,Graduate
5,89,No,9,6,75,99,Graduate
4,41,Yes,7,3,25,49,Graduate
2,59,Yes,4,2,36,88,Dropout
4,43,Yes,6,3,24,68,Dropout
3,52,No,4,3,31,79,Graduate
1,63,Yes,9,2,39,93,Graduate
8,87,No,5,8,81,40,Graduate
5,77,No,4,2,63,91,Graduate
4,97,No,4,1,81,60,Dropout
5,79,No,7,0,63,78,Graduate
4,87,No,5,0,69,63,Graduate
3,84,Yes,9,4,66,48,Graduate
5,94,Yes,8,4,80,99,Graduate
4,68,No,8,8,52,83,Dropout
1,97,No,8,3,68,93,Graduate
3,75,Yes,6,4,57,65,Graduate
8,41,No,8,5,37,48,Graduate
7,80,No,6,9,68,59,Graduate
2,57,No,9,6,35,95,Graduate
1,88,No,9,8,65,74,Graduate
3,47,Yes,4,5,28,75,Graduate
5,97,No,8,0,82,81,Graduate
1,54,Yes,7,7,29,75,Graduate
3,80,Yes,9,1,62,93,Graduate
3,56,Yes,5,8,35,48,Graduate
5,62,Yes,5,6,51,61,Graduate
3,41,No,9,6,22,40,Dropout
9,45,No,4,9,42,44,Graduate
1,68,No,5,9,45,48,Graduate
4,66,Yes,5,4,48,76,Graduate
4,76,Yes,4,7,61,77,Graduate
1,88,Yes,4,9,59,58,Graduate
2,73,No,4,0,50,47,Graduate
1,57,No,7,2,33,81,Dropout
6,81,No,4,8,65,82,Graduate
3,49,Yes,4,0,26,71,Dropout
7,77,Yes,4,7,69,52,Graduate
5,98,No,9,5,87,59,Graduate
9,83,Yes,8,9,85,75,Graduate
7,56,Yes,9,4,46,82,Graduate
4,98,No,8,5,82,83,Dropout
5,52,Yes,7,4,36,76,Graduate
5,91,Yes,7,8,77,69,Dropout
5,99,No,5,1,85,49,Dropout
9,87,Yes,9,9,85,70,Graduate
3,81,Yes,8,5,62,64,Graduate
6,66,Yes,7,3,54,68,Dropout
8,92,Yes,7,2,89,63,Graduate
9,41,No,9,4,35,78,Graduate
7,73,No,5,1,65,60,Dropout
3,70,Yes,4,2,52,80,Dropout
1,62,No,6,6,37,48,Graduate
4,46,No,5,0,27,81,Graduate
6,77,No,6,1,60,81,Dropout
3,72,Yes,5,2,52,41,Dropout
1,51,Yes,5,9,28,43,Graduate
6,84,No,4,6,72,47,Graduate
1,51,No,7,3,23,71,Graduate
9,58,No,8,7,59,53,Graduate
1,48,No,5,7,20,88,Dropout
6,49,Yes,4,0,38,52,Graduate
1,56,No,6,4,31,60,Graduate
7,89,Yes,9,0,81,63,Graduate
3,79,Yes,9,6,66,89,Dropout
6,78,Yes,7,3,68,57,Graduate
7,80,Yes,9,7,75,84,Dropout
1,49,Yes,5,7,24,79,Graduate
1,51,Yes,6,8,26,65,Graduate
5,54,Yes,5,5,39,71,Graduate
6,70,No,9,6,61,83,Graduate
9,54,Yes,8,6,52,96,Graduate
1,67,No,9,4,38,94,Graduate
4,43,No,8,6,25,95,Graduate
8,75,No,9,8,73,92,Graduate
9,94,No,7,3,93,72,Graduate
3,40,No,6,1,16,91,Graduate
2,97,Yes,8,7,75,70,Graduate
4,83,Yes,4,6,64,57,Graduate
2,96,No,7,5,77,74,Graduate
1,73,No,5,6,44,51,Graduate
3,86,No,9,2,66,90,Graduate
7,56,Yes,6,5,48,64,Graduate
1,78,No,6,9,50,84,Graduate
2,77,Yes,9,6,56,70,Dropout
1,83,Yes,4,6,55,49,Graduate
8,90,No,8,4,83,86,Graduate
5,72,Yes,9,2,58,91,Graduate
8,99,Yes,6,1,93,73,Graduate
3,60,Yes,4,6,38,90,Graduate
7,65,No,4,3,55,42,Graduate
8,85,No,5,1,80,85,Dropout
6,75,No,4,7,64,78,Graduate
7,44,No,7,1,37,47,Graduate
2,72,No,6,5,49,71,Graduate
8,40,No,7,3,33,82,Dropout
5,92,No,4,8,78,68,Dropout
7,45,No,4,4,31,61,Graduate
1,76,Yes,7,3,53,59,Dropout
5,41,No,5,7,25,45,Dropout
1,96,Yes,4,2,69,82,Dropout
8,92,Yes,7,8,89,88,Dropout
4,98,No,7,7,80,68,Graduate
4,98,Yes,6,7,80,81,Graduate
2,44,Yes,5,9,22,95,Graduate
5,65,No,8,4,52,56,Dropout
1,80,Yes,7,0,59,70,Graduate
9,90,No,6,9,88,92,Dropout
5,92,Yes,8,8,81,73,Dropout
6,86,Yes,6,1,79,77,Dropout
2,52,No,6,0,28,96,Dropout
1,51,Yes,9,5,28,76,Graduate
4,44,Yes,5,0,19,43,Dropout
7,41,No,4,9,31,41,Graduate
6,98,No,5,9,87,51,Graduate
1,43,Yes,8,9,17,74,Dropout
1,98,Yes,9,6,75,45,Dropout
8,66,No,5,6,61,95,Dropout
4,89,Yes,4,0,72,85,Graduate
5,92,No,5,9,78,47,Graduate
7,49,No,5,4,36,60,Dropout
8,52,No,5,2,45,92,Graduate
7,83,Yes,7,1,74,97,Graduate
2,41,Yes,7,4,17,85,Dropout
4,65,Yes,5,4,47,74,Graduate
1,54,No,4,1,25,87,Graduate
9,85,Yes,4,5,81,54,Graduate
3,96,No,4,6,74,46,Dropout
3,49,Yes,4,0,30,54,Graduate
9,61,No,9,2,59,84,Dropout
3,79,No,9,3,60,45,Graduate
8,64,Yes,6,1,58,86,Graduate
2,54,No,5,9,28,56,Graduate
3,52,Yes,5,4,33,43,Dropout
2,47,Yes,6,3,30,61,Dropout
1,60,Yes,4,1,31,71,Dropout
2,60,Yes,8,0,36,98,Graduate
8,61,Yes,8,7,56,61,Graduate
9,85,No,6,1,82,66,Graduate
2,72,Yes,8,3,50,85,Graduate
7,84,No,7,9,76,54,Graduate
5,66,Yes,5,4,52,99,Graduate
3,79,No,8,1,60,83,Graduate
9,89,No,9,9,91,90,Graduate
6,61,Yes,9,8,52,61,Graduate
1,69,No,7,1,43,67,Dropout
5,48,Yes,5,5,32,81,Graduate
7,84,Yes,7,6,77,77,Graduate
4,74,Yes,5,5,55,99,Graduate
8,57,No,5,3,52,96,Graduate
5,81,No,8,0,68,48,Dropout
9,44,No,9,1,41,73,Graduate
9,66,No,6,9,63,75,Dropout
9,96,Yes,8,9,99,48,Graduate
1,45,Yes,4,5,17,54,Graduate
2,71,No,7,7,47,84,Dropout
3,47,No,4,2,24,59,Graduate
4,95,Yes,5,6,80,47,Graduate
9,78,No,8,8,79,97,Graduate
6,60,Yes,4,3,49,67,Dropout
1,57,No,4,6,27,90,Graduate
9,53,No,9,6,51,58,Graduate
6,54,No,4,9,41,96,Graduate
4,81,Yes,9,8,67,55,Graduate
4,65,Yes,9,2,48,50,Graduate
3,92,No,5,0,72,81,Graduate
7,83,No,9,7,75,47,Graduate
3,71,No,5,3,48,72,Dropout
2,78,No,9,1,58,49,Graduate
8,67,No,9,4,62,57,Graduate
4,99,No,5,3,83,74,Graduate
8,78,No,4,0,68,82,Dropout
1,82,No,7,6,55,89,Graduate
5,71,Yes,8,3,55,42,Graduate
9,52,Yes,8,7,49,79,Graduate
1,54,Yes,5,8,27,66,Dropout
4,57,Yes,4,7,38,98,Graduate
6,78,No,7,0,66,67,Dropout
8,45,Yes,6,7,37,85,Graduate
3,94,Yes,5,4,72,45,Graduate
5,50,No,6,0,34,86,Dropout
7,71,Yes,8,8,68,53,Graduate
1,79,Yes,8,8,56,46,Graduate
7,59,Yes,7,6,52,49,Graduate
8,72,Yes,7,6,67,54,Dropout
8,79,Yes,6,0,69,70,Dropout
9,47,No,8,8,45,68,Graduate
6,90,No,7,0,76,81,Graduate
6,74,No,7,6,65,93,Graduate
2,44,Yes,8,8,26,56,Dropout
3,74,Yes,8,8,54,98,Graduate
4,86,Yes,4,4,68,90,Dropout
4,53,No,9,5,34,68,Dropout
8,60,Yes,7,1,56,88,Graduate
1,86,Yes,6,1,63,83,Graduate
4,63,Yes,5,9,47,54,Graduate
4,56,Yes,5,8,40,65,Graduate
1,57,No,8,0,31,51,Graduate
3,73,No,9,9,56,64,Dropout
5,51,Yes,6,4,36,80,Dropout
6,55,No,4,6,41,44,Graduate
9,43,No,7,9,43,43,Graduate
9,64,No,4,5,61,83,Graduate
9,73,Yes,6,5,69,87,Graduate
1,67,No,4,5,44,80,Graduate
9,85,No,8,7,82,96,Graduate
8,50,Yes,5,6,48,70,Graduate
2,52,No,8,4,27,42,Dropout
1,70,No,7,9,45,92,Graduate
1,99,No,8,1,75,42,Graduate
6,64,Yes,6,9,54,65,Graduate
9,78,Yes,6,5,76,89,Graduate
7,49,No,7,9,44,56,Graduate
5,63,Yes,7,4,50,99,Dropout
2,40,Yes,5,3,17,49,Graduate
1,92,Yes,4,9,66,41,Graduate
2,64,No,5,4,42,63,Graduate
1,67,No,8,8,42,50,Graduate
3,75,Yes,4,1,56,63,Graduate
6,57,No,7,5,48,74,Graduate
8,45,Yes,6,8,40,62,Graduate
3,41,Yes,8,9,24,71,Graduate
9,42,No,5,4,38,62,Graduate
5,85,Yes,9,5,73,73,Graduate
7,47,Yes,9,9,40,80,Graduate
8,70,Yes,7,3,62,58,Graduate
3,87,Yes,4,4,65,41,Graduate
2,58,No,9,7,37,99,Graduate
2,89,Yes,4,0,68,90,Graduate
5,45,No,6,0,30,41,Graduate
1,53,Yes,7,9,31,54,Graduate
2,42,No,7,3,15,95,Graduate
9,87,Yes,8,9,89,60,Graduate
7,40,Yes,8,2,33,74,Graduate
6,83,No,4,4,72,44,Graduate
9,69,No,9,9,64,82,Graduate
7,85,Yes,9,7,78,66,Graduate
5,58,Yes,5,0,40,63,Graduate
9,93,Yes,4,4,91,46,Dropout
6,58,Yes,9,4,49,45,Graduate
6,48,Yes,8,1,38,85,Dropout
4,46,No,8,4,28,72,Dropout
1,85,No,8,7,62,97,Graduate
5,76,Yes,4,9,62,88,Graduate
9,89,No,7,6,89,56,Graduate
8,80,No,5,1,74,85,Dropout
8,92,Yes,5,5,85,81,Dropout
5,46,No,8,9,33,69,Graduate
9,48,Yes,6,0,41,47,Graduate
3,43,No,4,9,24,79,Graduate
3,64,No,9,9,47,85,Graduate
1,88,No,9,2,65,46,Graduate
9,51,No,7,5,50,45,Graduate
6,45,No,8,8,35,43,Graduate
2,57,Yes,6,0,30,40,Dropout
8,79,No,8,5,76,54,Graduate
9,60,Yes,6,1,55,70,Graduate
9,54,No,5,8,49,64,Dropout
2,42,No,6,1,19,86,Graduate
2,41,No,5,2,15,72,Graduate
7,95,Yes,5,1,86,91,Graduate
4,94,No,4,3,77,74,Graduate
1,80,No,6,3,55,94,Dropout
8,79,Yes,7,9,77,44,Graduate
2,98,Yes,7,0,74,44,Dropout
3,43,Yes,6,7,23,75,Graduate
5,71,No,4,4,56,56,Graduate
3,41,No,7,7,18,92,Graduate
7,85,No,8,5,76,91,Graduate
7,68,No,7,1,57,53,Dropout
2,41,Yes,4,6,13,97,Graduate
7,73,Yes,5,9,64,68,Graduate
6,66,No,5,8,54,47,Graduate
9,99,Yes,5,6,97,73,Graduate
9,93,Yes,4,4,89,79,Graduate
2,78,Yes,5,3,53,40,Graduate
7,83,No,5,7,74,68,Graduate
5,77,Yes,4,5,61,75,Graduate
6,57,No,8,4,41,90,Graduate
1,75,No,7,6,48,76,Graduate
7,58,No,4,2,48,68,Graduate
6,66,Yes,4,8,54,44,Dropout
4,84,Yes,6,3,67,92,Dropout
1,59,Yes,5,3,34,71,Graduate
9,60,Yes,9,7,60,99,Graduate
4,62,No,8,5,46,91,Graduate
2,69,No,9,0,45,63,Graduate
8,64,No,6,1,56,58,Graduate
2,70,Yes,8,8,49,51,Graduate
5,66,Yes,5,5,49,91,Graduate
6,73,Yes,9,6,65,40,Dropout
8,47,No,5,8,39,46,Graduate
1,58,No,5,2,33,56,Graduate
1,80,Yes,7,4,55,73,Graduate
4,65,No,8,4,50,82,Dropout
5,67,No,8,9,52,46,Graduate
9,43,Yes,6,6,43,56,Graduate
7,70,Yes,4,1,58,98,Graduate
7,55,No,5,3,45,42,Graduate
8,90,Yes,5,3,81,68,Graduate
5,49,No,9,7,36,61,Graduate
5,77,Yes,6,9,64,77,Graduate
1,87,No,8,2,57,93,Graduate
9,49,Yes,7,1,46,82,Graduate
6,84,Yes,8,8,76,68,Dropout
9,48,Yes,7,3,43,89,Graduate
3,78,No,7,8,58,89,Graduate
5,75,No,8,5,61,93,Graduate
2,90,Yes,9,0,72,81,Dropout
5,97,No,5,2,82,44,Graduate
8,75,No,7,6,69,69,Graduate
2,58,Yes,9,8,35,62,Graduate
8,99,Yes,6,7,91,94,Graduate
4,58,Yes,6,4,40,60,Graduate
1,51,No,7,7,26,95,Graduate
5,52,Yes,5,1,34,65,Dropout
1,64,No,7,2,35,93,Dropout
7,75,No,6,7,67,86,Graduate
8,64,No,6,8,60,60,Graduate
3,67,Yes,8,9,48,59,Graduate
3,81,Yes,5,7,62,62,Dropout
7,92,No,8,3,84,43,Graduate
4,78,No,9,5,67,60,Graduate
3,69,Yes,9,4,50,60,Graduate
8,44,Yes,9,3,42,40,Graduate
3,56,Yes,4,8,37,54,Graduate
7,57,Yes,9,9,50,56,Dropout
2,82,Yes,7,2,61,90,Graduate
1,86,Yes,8,0,61,53,Graduate
6,60,Yes,9,6,48,98,Dropout
8,61,Yes,5,9,56,58,Graduate
1,78,Yes,9,7,54,89,Graduate
9,89,No,7,2,86,99,Dropout
3,97,Yes,7,2,77,73,Graduate
3,96,Yes,7,5,77,45,Graduate
4,45,No,7,1,25,84,Graduate
1,89,Yes,7,5,67,88,Graduate
9,55,Yes,5,4,51,45,Graduate
3,41,No,4,6,20,92,Dropout
4,90,Yes,6,8,74,93,Graduate
1,40,No,4,8,12,44,Graduate
4,96,No,6,0,78,46,Dropout
1,69,Yes,8,6,48,72,Dropout
5,97,No,7,2,79,52,Graduate
5,82,No,8,3,66,90,Dropout
7,91,No,8,1,82,93,Dropout
8,76,No,6,0,67,40,Dropout
4,87,Yes,5,9,75,52,Graduate
7,62,No,7,2,52,82,Dropout
4,40,No,9,9,25,66,Graduate
3,58,Yes,8,8,39,46,Dropout
6,85,No,4,0,66,91,Dropout
4,42,Yes,7,2,24,42,Graduate
3,41,No,5,4,17,97,Dropout
9,95,Yes,7,2,93,64,Dropout
5,76,No,9,3,62,72,Dropout
7,56,Yes,9,3,47,79,Graduate
6,67,No,8,0,55,56,Graduate
5,57,Yes,4,5,41,84,Graduate
7,72,Yes,8,6,67,53,Dropout
6,54,Yes,5,6,43,76,Dropout
2,61,Yes,6,5,42,97,Dropout
3,80,Yes,9,6,64,95,Graduate
2,66,No,4,2,42,93,Dropout
3,94,No,9,4,77,62,Graduate
1,76,Yes,5,6,52,98,Graduate
8,71,Yes,5,9,62,63,Graduate
6,99,No,9,4,90,68,Graduate
2,84,No,8,9,60,77,Dropout
8,58,Yes,9,1,49,98,Graduate
6,67,No,8,5,54,93,Graduate
7,67,Yes,9,6,61,66,Dropout
1,95,Yes,8,1,67,77,Graduate
7,49,Yes,6,9,42,92,Graduate
3,59,No,7,7,43,79,Graduate
8,64,Yes,7,4,58,84,Graduate
6,60,No,8,7,50,89,Dropout
4,53,No,8,2,34,62,Dropout
8,61,No,6,1,51,70,Graduate
9,92,No,7,6,89,75,Dropout
2,65,Yes,6,4,41,56,Dropout
6,83,Yes,5,4,70,76,Graduate
5,50,No,9,7,35,42,Dropout
5,94,Yes,7,8,79,75,Dropout
3,46,No,8,7,26,94,Graduate
8,56,Yes,4,9,46,44,Graduate
8,57,Yes,5,1,51,85,Graduate
5,46,Yes,9,9,30,54,Graduate
8,95,Yes,4,6,88,91,Dropout
8,59,Yes,6,4,55,88,Graduate
3,77,Yes,9,6,60,45,Graduate
2,50,No,6,2,26,98,Graduate
9,83,Yes,6,3,85,49,Graduate
2,97,Yes,8,6,76,93,Dropout
9,55,Yes,6,1,53,71,Graduate
4,90,No,4,1,70,62,Graduate
2,94,Yes,5,0,64,87,Graduate
1,66,Yes,8,0,41,56,Graduate
4,90,Yes,5,0,73,85,Dropout
9,50,No,6,5,47,59,Dropout
9,55,Yes,7,4,49,83,Graduate
4,62,No,9,9,53,80,Dropout
9,99,No,8,7,95,54,Dropout
6,98,Yes,6,4,87,83,Dropout
1,51,Yes,8,0,26,85,Dropout
6,98,No,7,7,89,97,Dropout
9,79,No,4,5,73,61,Dropout
2,42,Yes,4,7,19,89,Dropout
6,41,Yes,9,1,33,91,Dropout
2,99,No,4,9,75,45,Graduate
4,77,No,7,7,59,43,Graduate
8,87,No,5,5,79,97,Graduate
7,91,No,7,0,82,62,Dropout
9,63,Yes,7,0,58,83,Graduate
7,68,No,6,9,61,84,Dropout
1,86,Yes,4,4,59,58,Dropout
2,85,No,8,6,63,93,Graduate
6,73,No,9,3,60,84,Graduate
7,59,Yes,5,9,55,70,Graduate
3,57,Yes,8,4,38,83,Graduate
9,53,Yes,6,9,49,91,Graduate
7,57,Yes,6,2,48,42,Graduate
6,41,No,5,1,24,67,Dropout
6,40,Yes,8,1,27,42,Dropout
1,59,Yes,5,4,34,53,Graduate
5,73,Yes,5,3,59,57,Graduate
3,80,No,4,1,60,66,Dropout
7,80,No,8,4,75,90,Dropout
3,87,Yes,4,9,67,99,Dropout
5,50,No,4,8,36,49,Graduate
7,66,No,9,7,60,88,Dropout
3,62,Yes,4,8,43,54,Dropout
2,77,No,7,8,52,58,Graduate
6,83,Yes,6,7,73,48,Dropout
8,42,Yes,6,8,36,43,Graduate
4,51,Yes,7,3,37,54,Graduate
9,69,No,5,7,66,90,Graduate
8,70,Yes,8,1,64,87,Graduate
7,62,No,8,8,54,47,Graduate
7,40,No,8,8,31,88,Graduate
3,80,No,4,2,59,92,Graduate
6,59,No,8,5,49,40,Graduate
5,93,Yes,8,6,80,46,Dropout
1,45,Yes,8,2,19,92,Graduate
